symbol,stock_name,timestamp,rank,weight,reason,signal,score,selected,criteria_check_sig_anchor_close_gt_ma_20,criteria_check_sig_anchor_close_pos,criteria_check_sig_anchor_close_vs_ma60,criteria_check_sig_anchor_macd_histogram,criteria_check_sig_anchor_net_flow,criteria_check_sig_anchor_rsi_14,criteria_check_sig_anchor_volume_ratio_20,criteria_check_sig_anchor_volume_ratio_5,criteria_check_sig_explosive_close_gt_ma_20,criteria_check_sig_explosive_close_pos,criteria_check_sig_explosive_net_flow,criteria_check_sig_explosive_price_change_pct,criteria_check_sig_explosive_volume_ratio_20,criteria_check_sig_explosive_volume_ratio_5,criteria_close,criteria_close_pos,criteria_close_vs_ma60,criteria_indicator,criteria_ma_20,criteria_ma_60,criteria_macd_histogram,criteria_net_flow,criteria_price_change_pct,criteria_rsi_14,criteria_selected_setup,criteria_sig_anchor,criteria_sig_explosive,criteria_signal_formula,criteria_strategy,criteria_threshold_sig_anchor_close_pos_min,criteria_threshold_sig_anchor_close_vs_ma60_min,criteria_threshold_sig_anchor_macd_histogram_min,criteria_threshold_sig_anchor_rsi_14_min,criteria_threshold_sig_anchor_volume_ratio_20_min,criteria_threshold_sig_anchor_volume_ratio_5_min,criteria_threshold_sig_explosive_close_pos_min,criteria_threshold_sig_explosive_price_change_pct_min,criteria_threshold_sig_explosive_volume_ratio_20_min,criteria_threshold_sig_explosive_volume_ratio_5_min,criteria_volume_ratio_20,criteria_volume_ratio_5
2104.TW,國際中橡,2026-02-23,9,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,12.350000381469727,1.0,0.10308897772118852,qizhang_signal,11.772500038146973,11.195833365122477,-0.02824011744132652,1,0.09777781168619781,52.808989486434456,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.141243797835849,4.031179310195681
2108.TW,南帝,2026-02-23,10,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,26.399999618530273,1.0,0.12368316783631927,qizhang_signal,24.155000114440917,23.49416666030884,0.11837558378824536,1,0.09999998410542799,69.67213909269563,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.079884229542271,7.839245618639373
2428.TW,興勤,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,180.0,0.8181818181818182,0.013465959742880118,qizhang_signal,172.725,177.60833333333332,0.8976306155602305,1,0.03746397694524495,53.75,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.9439689752858724,3.359429464697491
2450.TW,神腦,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,30.0,1.0,0.037493870885619174,qizhang_signal,28.98500003814697,28.915833473205566,0.06632028886906663,1,0.03806229743907763,75.00004768380677,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.539526917335084,4.777128962568585
2547.TW,日勝生,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,11.100000381469727,0.5000011920911902,0.028889271799187988,qizhang_signal,10.849999952316285,10.788333288828532,0.009883061797666442,1,0.027777794947839718,56.00001831053291,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.6775691483816186,4.319395111094113
2597.TW,潤弘,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,178.0,0.625,0.050302404484437346,qizhang_signal,171.125,169.475,0.3424629304716491,1,0.04398826979472137,59.57446808510638,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.827809504995288,3.3352577667189127
2609.TW,陽明,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,55.5,0.7368423166035569,0.03858029652691375,qizhang_signal,53.8,53.43833325703939,0.05877526227688101,1,0.04127581227824395,57.31708394992693,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.8971350914469625,4.470713617924842
2727.TW,王品,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,221.0,1.0,0.02409638554216853,qizhang_signal,216.75,215.8,0.3032726795037086,1,0.025522041763341052,57.89473684210526,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.8620249306336976,4.693229380300928
2515.TW,中工,2026-02-23,11,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,17.350000381469727,1.0,0.2654996654743287,qizhang_signal,14.075,13.709999974568685,0.32731875814393024,1,0.09810127671034996,78.62069736621427,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.2100077907479765,2.697596138512434
2755.TWO,揚秦,2026-02-23,12,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,122.5,1.0,0.027756414738166812,qizhang_signal,115.975,119.19166666666666,0.6995636135379866,1,0.056034482758620774,65.0,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.739234842940263,5.087993216449095
2801.TW,彰銀,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,21.649999618530273,0.7647050903746255,0.056913853684120275,qizhang_signal,20.482499980926512,20.48416674931844,0.10530266539428447,1,0.043373475591820476,84.99995708469669,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.8816678259602617,4.355136906822439
2816.TW,旺旺保,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,30.25,0.9500007629394531,0.03474815472161574,qizhang_signal,28.870000076293945,29.23416665395101,0.11015111296927688,1,0.04852684922075379,67.60561866814527,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.1954628320150786,3.162682096105708
2834.TW,臺企銀,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,16.100000381469727,0.7777773068282965,0.01689565855091235,qizhang_signal,15.612499952316284,15.83249986966451,0.06599530347781869,1,0.018987353614766667,63.33334392970789,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.0275676037332433,3.6669925252001
2836.TW,高雄銀,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,12.649999618530273,0.8333328035146055,0.03851676094251921,qizhang_signal,12.135000085830688,12.180833371480306,0.060478829649642116,1,0.02016129094281638,75.00001986824967,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.295535290594014,3.3562823197756515
2838.TW,聯邦銀,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,20.399999618530273,0.8888884179384096,0.06620207596922789,qizhang_signal,18.789999961853027,19.133333237965903,0.18674662241970214,1,0.04884312690624526,90.19601536647977,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.7235623415725367,3.70070534791303
2880.TW,華南金,2026-02-23,13,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,36.70000076293945,1.0,0.1532720808317598,qizhang_signal,33.57749977111816,31.822499974568686,0.20811101965433398,1,0.06069371044594263,80.83332008786513,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.438698074395624,3.2349580175569654
2883.TW,凱基金,2026-02-23,14,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,20.549999237060547,0.8571420786319384,0.18768959874973623,qizhang_signal,18.347499752044676,17.302499961853027,0.16673272802299094,1,0.06753242789924929,86.48648230675846,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.533801226259614,2.6028782700539446
2887.TW,台新新光金,2026-02-23,15,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,25.299999237060547,0.7999979654947916,0.20869492737918516,qizhang_signal,23.005000114440918,20.93166659673055,0.1374867701438357,1,0.05416663487752271,82.47422031723335,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.352514927614641,2.584410357122893
2910.TW,統領,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,22.0,1.0,0.048617733396974394,qizhang_signal,21.02750015258789,20.9799999554952,0.08644455304680426,1,0.025640989160746974,80.55554672524343,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.084355239426622,6.270528515974918
2923.TW,鼎固-KY,2026-02-23,16,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.899999618530273,1.0,0.21418990363032164,qizhang_signal,20.437500190734863,20.50750013987223,0.43587392567595495,1,0.09691624588764736,77.72277311862254,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,8.433379362629626,5.100468338506056
3090.TW,日電貿,2026-02-23,17,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,98.0999984741211,0.6949148158924127,0.032559103703162284,qizhang_signal,95.98499984741211,95.00666656494141,-0.03247471521530887,1,0.055974132000349286,43.41084858695013,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8213820608367042,2.5124390976927105
3062.TW,建漢,2026-02-23,18,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,26.75,0.8461533947107802,0.09161395973407616,qizhang_signal,25.709999752044677,24.504999923706055,-0.08463193056637058,1,0.055226808578418884,52.7272760900897,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7427899267150098,2.5273135662808355
3349.TWO,寶德,2026-02-23,19,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,30.549999237060547,0.8857138497488839,0.05097182376690457,qizhang_signal,29.539999866485594,29.068333276112874,-0.009859949633779813,1,0.053448249553812,54.78259888849746,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.38164392320534,2.3374934997399897
3026.TW,禾伸堂,2026-02-23,20,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,114.5,1.0,0.0948556123954174,qizhang_signal,106.2,104.58000005086264,0.4537464873784599,1,0.09569377990430628,62.5,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.7936318989835183,7.774237469045275
3030.TW,德律,2026-02-23,21,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,196.5,0.72,0.12505367622501073,qizhang_signal,182.8,174.65833333333333,0.7182289286216852,1,0.06216216216216219,64.70588235294117,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7776965425604594,2.024481673029284
3184.TWO,微邦,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,12.050000190734863,0.5217392025462262,0.18693487412287135,qizhang_signal,9.625999975204468,10.152199967702229,0.30745949262048855,1,0.012605090505298344,77.66989841797513,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.896055702546417,3.061841947360943
3205.TWO,佰研,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,52.0,0.599999745686849,0.0618565458859317,qizhang_signal,49.22750034332275,48.97083339691162,0.20564261952078705,1,0.0358565579622343,61.01082575099258,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.498588757944731,3.8960670017702133
3206.TWO,志豐,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,33.150001525878906,0.9696974601075512,0.028199278704825526,qizhang_signal,31.822500133514403,32.2408332824707,0.13186859746238586,1,0.04245290318262129,79.16667991213487,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.282271002282863,12.480733711228584
3390.TWO,旭軟,2026-02-23,22,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,24.950000762939453,0.622222900390625,0.08184285150956971,qizhang_signal,23.58499984741211,23.0625,0.0945127492633131,1,0.061702160125083116,54.67626945701221,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.694166566957386,2.7775766953821486
3413.TW,京鼎,2026-02-23,23,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,312.5,0.8181818181818182,0.08243851749220643,qizhang_signal,288.525,288.7,2.007792037295983,1,0.08131487889273359,64.0909090909091,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.2656013321647,3.032838639903626
3430.TWO,奇鈦科,2026-02-23,24,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,73.69999694824219,1.0,0.13617671579830404,qizhang_signal,69.47500076293946,64.86666723887126,-0.03212370377385315,1,0.09999995445137588,50.653584993724444,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.3250548437939753,1.572330731441318
3450.TW,聯鈞,2026-02-23,25,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,263.5,0.8888888888888888,0.0396186092388624,qizhang_signal,252.375,253.45833333333334,0.2401326660873917,1,0.08436213991769548,53.76884422110553,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7074040372292156,1.455190698073897
3583.TW,辛耘,2026-02-23,26,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,345.5,0.8269230769230769,0.056682638393312335,qizhang_signal,326.4,326.96666666666664,0.7983606161816561,1,0.07800312012480504,55.98290598290598,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.809759882114142,6.3633956256299316
3595.TWO,山太士,2026-02-23,27,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,694.0,0.9021739130434783,0.8055676003815802,qizhang_signal,509.85,384.3666666666667,6.168475670860673,1,0.3069679849340867,77.36263736263737,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7975654787686033,3.0579665944611616
3603.TWO,建祥國際,2026-02-23,28,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8.050000190734863,0.6949807276792356,0.37036830106059226,qizhang_signal,6.564500069618225,5.874333333969116,0.013964160209063242,1,0.34166669845581055,62.13017891720606,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.747774191099656,29.55117641957106
3675.TWO,德微,2026-02-23,29,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,161.0,1.0,0.15082201572551823,qizhang_signal,151.125,139.9,-0.07870780419409762,1,0.09897610921501698,62.39316239316239,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.6377488950445884,5.601540383248932
3679.TW,新至陞,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,118.5,0.7142857142857143,0.03410661042833252,qizhang_signal,114.325,114.59166666666667,0.28767704604342836,1,0.03947368421052633,63.888888888888886,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.144307194178124,3.1928433202860336
3689.TWO,湧德,2026-02-23,30,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,118.5,0.9473684210526315,0.06960720967855716,qizhang_signal,114.95,110.78833325703938,-0.12964104448754343,1,0.07239819004524883,50.0,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7047244183423471,2.402860244866947
4123.TWO,晟德,2026-02-23,,,buy,buy,1.0,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,42.400001525878906,0.7843139601506133,0.0817706708341972,qizhang_signal,40.98750019073486,39.195000076293944,-0.0950947826002452,1,0.060000038146972745,50.505062181506425,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.295294876071103,3.621521227008837
4169.TWO,泰宗,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,188.0,0.6818181818181818,0.05400859652401424,qizhang_signal,182.6,178.36666666666667,0.004075038744274284,1,0.04155124653739617,65.3061224489796,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.8432908869623357,4.829699296949674
4536.TW,拓凱,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,168.0,0.8181818181818182,0.03273397879206996,qizhang_signal,162.525,162.675,0.5988785384058981,1,0.018181818181818077,55.99999999999999,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.145875735553273,3.47900061214194
4564.TW,元翎,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,18.049999237060547,1.0,0.06291093292840011,qizhang_signal,17.029999923706054,16.981666739781698,0.0415539546996552,1,0.09726434042032173,59.84252205015698,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.7912035310530734,3.6201370340262455
4573.TWO,高明鐵,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,94.80000305175781,0.966216223182426,0.3311802760154574,qizhang_signal,76.39500007629394,71.21499977111816,0.9800872069279287,1,0.19546026990545506,72.54902009671876,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.069521034988173,5.9740292434810645
4722.TW,國精化,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,179.5,0.625,0.07743097238895569,qizhang_signal,163.725,166.6,2.058843926324951,1,0.055882352941176494,56.52173913043478,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.68207618392511,3.1501878162549866
4908.TWO,前鼎,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,83.5,0.5977010083081504,0.09159840218109472,qizhang_signal,74.3,76.49333292643229,0.9637601599226124,1,0.05429296991725763,62.67409204364694,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,9.808478605471292,4.941753510772845
4919.TW,新唐,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,66.30000305175781,1.0,0.2059662179542967,qizhang_signal,60.00500049591064,54.976666895548504,0.15022202924513217,1,0.09950255208311254,61.74699092814559,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.6816391369959005,3.7485120797246037
4925.TWO,智微,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,109.0,0.8523985156744652,1.3231031505277344,qizhang_signal,60.57499980926514,46.920000076293945,4.540970642176885,1,0.22197313597719792,91.37199612810909,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.027018935986397,2.7633257738758807
4946.TWO,辣椒,2026-02-23,,,buy,buy,1.0,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,121.0,1.0,0.1304713400756996,qizhang_signal,114.8,107.03500010172526,-0.28038009259038343,1,0.10000000000000009,60.16949152542372,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7035250625387135,1.8775659324668246
4749.TWO,新應材,2026-02-23,,,buy,buy,1.0,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,878.0,0.8983050847457628,0.05044865403788634,qizhang_signal,848.5,835.8333333333334,-0.7984165657784938,1,0.05783132530120483,52.83842794759825,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.78002169564856,2.3212373383093965
4755.TW,三福化,2026-02-23,,,buy,buy,1.0,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,134.5,0.8181818181818182,0.19910847225808959,qizhang_signal,125.0,112.16666641235352,-0.09996684132213884,1,0.07600000000000007,66.66666666666666,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.9736950143958112,2.424316143750988
4806.TWO,桂田文創,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,12.850000381469727,1.0,0.25349551179934027,qizhang_signal,10.259500074386597,10.251333379745484,0.2877018473174042,1,0.09829064879932004,88.83249677045661,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,7.413375479745784,3.1870675879652786
5225.TW,東科-KY,2026-02-23,,,buy,buy,1.0,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,103.5,0.6774191960583082,0.015518961513230956,qizhang_signal,101.61999969482422,101.91833330790202,-0.028938874551937888,1,0.05612244897959173,39.75409579770343,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.141334035818573,4.6287442222820125
5471.TW,松翰,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,41.150001525878906,0.7500007335960586,0.1945137080569077,qizhang_signal,36.66749992370605,34.44916642506917,0.3236271710554357,1,0.060567070490396,63.988925756070756,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.1531861640592496,2.8123796309622118
5546.TW,永固-KY,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,22.649999618530273,0.7599990844726563,0.0036186210875974734,qizhang_signal,22.517500019073488,22.568333371480307,0.003815657199077345,1,0.013422784426852852,50.0,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.0100636471473576,3.3906506821760667
5607.TW,遠雄港,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,52.20000076293945,0.900000254313151,0.0812303811065882,qizhang_signal,47.84499988555908,48.27833334604899,0.44497497337186254,1,0.06530613801917262,68.69919745587589,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.716086784689032,5.529351205895769
6115.TW,鎰勝,2026-02-23,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,47.79999923706055,0.6999969482421875,0.0169851934814218,qizhang_signal,46.98250026702881,47.00166683197021,0.09968230262238084,1,0.01164019549334494,56.2499627471059,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.5973913129176167,3.768110331728114
6146.TWO,耕興,2026-02-23,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,195.0,0.9,0.17446295924513144,qizhang_signal,176.7,166.03333333333333,0.8441491941297103,1,0.09243697478991586,71.42857142857143,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.495179724959753,5.604645098766432
