selection_csv,holding_period_label,evaluated_count,missing_count,average_return_pct,win_rate,max_return_pct,min_return_pct
c:\Users\JIANG\Desktop\Stock_tw_2\artifacts\tw_quant\daily_selection\2026-02-11\qizhang_selection_strategy.csv,1m,56,0,0.034873,0.5,1.213552,-0.201826
