selection_csv,holding_period_label,evaluated_count,missing_count,average_return_pct,win_rate,max_return_pct,min_return_pct
c:\Users\JIANG\Desktop\Stock_tw_2\artifacts\tw_quant\daily_selection\2026-02-11\PullbackTrend120dOptimizedStrategy.csv,1m,64,1,-0.000899,0.40625,0.273171,-0.226877
