symbol,timestamp,rank,weight,reason
2409.TW,2026-03-09,1,0.1,buy
3028.TW,2026-03-09,2,0.1,buy
3167.TW,2026-03-09,3,0.1,buy
3419.TW,2026-03-09,4,0.1,buy
5291.TWO,2026-03-09,5,0.1,buy
2409.TW,2026-03-09,6,0.1,buy
3028.TW,2026-03-09,7,0.1,buy
3167.TW,2026-03-09,8,0.1,buy
3419.TW,2026-03-09,9,0.1,buy
5291.TWO,2026-03-09,10,0.1,buy
