symbol,stock_name,first_matched_date,last_matched_date,matched_days,latest_signal,latest_score,latest_criteria_json,criteria_history_json
1470.TW,大統新創,2025-09-05,2025-09-06,2,buy,1.0,"{""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": false, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 21.049999237060547, ""close_pos"": 0.6071419326624006, ""close_vs_ma60"": 0.027028883018854977, ""indicator"": ""qizhang_signal"", ""ma_20"": 20.089999866485595, ""ma_60"": 20.49601484934489, ""macd_histogram"": 0.07671370401350255, ""net_flow"": 1, ""price_change_pct"": 0.06582274618028094, ""rsi_14"": 65.38463231378003, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 6.236033882450761, ""volume_ratio_5"": 2.547169811320755}","[{""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": false, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 21.049999237060547, ""close_pos"": 0.6071419326624006, ""close_vs_ma60"": 0.027028883018854977, ""indicator"": ""qizhang_signal"", ""ma_20"": 20.089999866485595, ""ma_60"": 20.49601484934489, ""macd_histogram"": 0.07671370401350255, ""net_flow"": 1, ""price_change_pct"": 0.06582274618028094, ""rsi_14"": 65.38463231378003, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 6.236033882450761, ""volume_ratio_5"": 2.547169811320755}, ""date"": ""2025-09-05"", ""score"": 1.0, ""signal"": ""buy""}, {""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": false, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 21.049999237060547, ""close_pos"": 0.6071419326624006, ""close_vs_ma60"": 0.027028883018854977, ""indicator"": ""qizhang_signal"", ""ma_20"": 20.089999866485595, ""ma_60"": 20.49601484934489, ""macd_histogram"": 0.07671370401350255, ""net_flow"": 1, ""price_change_pct"": 0.06582274618028094, ""rsi_14"": 65.38463231378003, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 6.236033882450761, ""volume_ratio_5"": 2.547169811320755}, ""date"": ""2025-09-06"", ""score"": 1.0, ""signal"": ""buy""}]"
1533.TW,車王電,2025-09-05,2025-09-06,2,buy,1.0,"{""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 32.849998474121094, ""close_pos"": 0.7049174586855675, ""close_vs_ma60"": 0.1000111078201773, ""indicator"": ""qizhang_signal"", ""ma_20"": 30.160000038146972, ""ma_60"": 29.863333415985107, ""macd_histogram"": 0.20819289554436973, ""net_flow"": 1, ""price_change_pct"": 0.07003249699514935, ""rsi_14"": 78.37838116486516, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 15.33042563962771, ""volume_ratio_5"": 11.638501927579764}","[{""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 32.849998474121094, ""close_pos"": 0.7049174586855675, ""close_vs_ma60"": 0.1000111078201773, ""indicator"": ""qizhang_signal"", ""ma_20"": 30.160000038146972, ""ma_60"": 29.863333415985107, ""macd_histogram"": 0.2081928955443694, ""net_flow"": 1, ""price_change_pct"": 0.07003249699514935, ""rsi_14"": 78.37838116486516, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 15.33042563962771, ""volume_ratio_5"": 11.638501927579764}, ""date"": ""2025-09-05"", ""score"": 1.0, ""signal"": ""buy""}, {""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 32.849998474121094, ""close_pos"": 0.7049174586855675, ""close_vs_ma60"": 0.1000111078201773, ""indicator"": ""qizhang_signal"", ""ma_20"": 30.160000038146972, ""ma_60"": 29.863333415985107, ""macd_histogram"": 0.20819289554436973, ""net_flow"": 1, ""price_change_pct"": 0.07003249699514935, ""rsi_14"": 78.37838116486516, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 15.33042563962771, ""volume_ratio_5"": 11.638501927579764}, ""date"": ""2025-09-06"", ""score"": 1.0, ""signal"": ""buy""}]"
2208.TW,台船,2025-09-05,2025-09-06,2,buy,1.0,"{""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 24.850000381469727, ""close_pos"": 0.9750003814697266, ""close_vs_ma60"": 0.39796542742595653, ""indicator"": ""qizhang_signal"", ""ma_20"": 18.567499923706055, ""ma_60"": 17.775833288828533, ""macd_histogram"": 0.6392409660746919, ""net_flow"": 1, ""price_change_pct"": 0.0971302781453296, ""rsi_14"": 80.0, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 7.749643152228791, ""volume_ratio_5"": 3.3626313929799116}","[{""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 24.850000381469727, ""close_pos"": 0.9750003814697266, ""close_vs_ma60"": 0.39796542742595653, ""indicator"": ""qizhang_signal"", ""ma_20"": 18.567499923706055, ""ma_60"": 17.775833288828533, ""macd_histogram"": 0.63924096607469, ""net_flow"": 1, ""price_change_pct"": 0.0971302781453296, ""rsi_14"": 80.0, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 7.749643152228791, ""volume_ratio_5"": 3.3626313929799116}, ""date"": ""2025-09-05"", ""score"": 1.0, ""signal"": ""buy""}, {""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 24.850000381469727, ""close_pos"": 0.9750003814697266, ""close_vs_ma60"": 0.39796542742595653, ""indicator"": ""qizhang_signal"", ""ma_20"": 18.567499923706055, ""ma_60"": 17.775833288828533, ""macd_histogram"": 0.6392409660746919, ""net_flow"": 1, ""price_change_pct"": 0.0971302781453296, ""rsi_14"": 80.0, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 7.749643152228791, ""volume_ratio_5"": 3.3626313929799116}, ""date"": ""2025-09-06"", ""score"": 1.0, ""signal"": ""buy""}]"
2237.TWO,華德動能,2025-09-05,2025-09-06,2,buy,1.0,"{""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 27.899999618530273, ""close_pos"": 0.9512193306509501, ""close_vs_ma60"": 0.26411174226974854, ""indicator"": ""qizhang_signal"", ""ma_20"": 22.48750009536743, ""ma_60"": 22.07083336512248, ""macd_histogram"": 0.478480632141257, ""net_flow"": 1, ""price_change_pct"": 0.15767631439468066, ""rsi_14"": 91.91177274941889, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 10.319357559150571, ""volume_ratio_5"": 6.263102433460246}","[{""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 27.899999618530273, ""close_pos"": 0.9512193306509501, ""close_vs_ma60"": 0.26411174226974854, ""indicator"": ""qizhang_signal"", ""ma_20"": 22.48750009536743, ""ma_60"": 22.07083336512248, ""macd_histogram"": 0.4784806321412569, ""net_flow"": 1, ""price_change_pct"": 0.15767631439468066, ""rsi_14"": 91.91177274941889, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 10.319357559150571, ""volume_ratio_5"": 6.263102433460246}, ""date"": ""2025-09-05"", ""score"": 1.0, ""signal"": ""buy""}, {""criteria"": {""check_sig_anchor_close_gt_ma_20"": true, ""check_sig_anchor_close_pos"": true, ""check_sig_anchor_close_vs_ma60"": true, ""check_sig_anchor_macd_histogram"": true, ""check_sig_anchor_net_flow"": true, ""check_sig_anchor_rsi_14"": true, ""check_sig_anchor_volume_ratio_20"": true, ""check_sig_anchor_volume_ratio_5"": true, ""check_sig_explosive_close_gt_ma_20"": true, ""check_sig_explosive_close_pos"": true, ""check_sig_explosive_net_flow"": true, ""check_sig_explosive_price_change_pct"": true, ""check_sig_explosive_volume_ratio_20"": true, ""check_sig_explosive_volume_ratio_5"": true, ""close"": 27.899999618530273, ""close_pos"": 0.9512193306509501, ""close_vs_ma60"": 0.26411174226974854, ""indicator"": ""qizhang_signal"", ""ma_20"": 22.48750009536743, ""ma_60"": 22.07083336512248, ""macd_histogram"": 0.478480632141257, ""net_flow"": 1, ""price_change_pct"": 0.15767631439468066, ""rsi_14"": 91.91177274941889, ""selected_setup"": ""sig_explosive"", ""sig_anchor"": false, ""sig_explosive"": true, ""signal_formula"": ""sig_explosive | sig_anchor"", ""strategy"": ""qizhang_selection_strategy"", ""threshold_sig_anchor_close_pos_min"": 0.5, ""threshold_sig_anchor_close_vs_ma60_min"": -0.03, ""threshold_sig_anchor_macd_histogram_min"": 0.0, ""threshold_sig_anchor_rsi_14_min"": 45.0, ""threshold_sig_anchor_volume_ratio_20_min"": 1.7, ""threshold_sig_anchor_volume_ratio_5_min"": 3.0, ""threshold_sig_explosive_close_pos_min"": 0.6, ""threshold_sig_explosive_price_change_pct_min"": 0.05, ""threshold_sig_explosive_volume_ratio_20_min"": 1.7, ""threshold_sig_explosive_volume_ratio_5_min"": 1.45, ""volume_ratio_20"": 10.319357559150571, ""volume_ratio_5"": 6.263102433460246}, ""date"": ""2025-09-06"", ""score"": 1.0, ""signal"": ""buy""}]"
